"url","handle","lastmod","image_title","image_loc"
"https://kr.sidiz.com/pages/guide-list/tab-square","pages/guide-list/tab-square","2026-08-19T14:36:05+09:00",,
"https://kr.sidiz.com/pages/guide-list/trev-oskd","pages/guide-list/trev-oskd","2026-05-21T11:57:29+09:00",,
"https://kr.sidiz.com/pages/guide-list/trevo","pages/guide-list/trevo","2026-05-08T13:26:36+09:00",,
"https://kr.sidiz.com/pages/guide-list/vesto","pages/guide-list/vesto","2024-12-11T15:38:07+09:00",,
"https://kr.sidiz.com/pages/shop-detail/233928","pages/shop-detail/233928","2025-01-31T12:07:18+09:00",,
"https://kr.sidiz.com/pages/shop-detail/247474","pages/shop-detail/247474","2026-05-04T08:23:01+09:00",,
"https://kr.sidiz.com/pages/shop-detail/247475","pages/shop-detail/247475","2026-05-04T08:21:04+09:00",,
"https://kr.sidiz.com/pages/shop-detail/247476","pages/shop-detail/247476","2026-05-04T08:15:01+09:00",,
"https://kr.sidiz.com/pages/shop-detail/247482","pages/shop-detail/247482","2026-05-04T08:17:02+09:00",,
"https://kr.sidiz.com/pages/shop-detail/247483","pages/shop-detail/247483","2026-05-04T08:18:25+09:00",,
"https://kr.sidiz.com/pages/shop-detail/247486","pages/shop-detail/247486","2026-05-04T08:20:09+09:00",,
"https://kr.sidiz.com/pages/shop-detail/247488","pages/shop-detail/247488","2026-05-04T08:16:08+09:00",,
"https://kr.sidiz.com/pages/shop-detail/247489","pages/shop-detail/247489","2026-08-05T16:13:50+09:00",,
"https://kr.sidiz.com/pages/shop-detail/252941","pages/shop-detail/252941","2026-05-04T08:23:57+09:00",,
"https://kr.sidiz.com/pages/shop-detail/connect_cj","pages/shop-detail/connect_cj","2026-05-04T08:24:59+09:00",,
"https://kr.sidiz.com/pages/shop-detail/dgc","pages/shop-detail/dgc","2026-07-30T08:07:30+09:00",,
"https://kr.sidiz.com/pages/shop-detail/nw","pages/shop-detail/nw","2026-06-19T08:15:55+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0001","pages/shop-detail/shop0001","2025-01-20T11:08:52+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0018","pages/shop-detail/shop0018","2025-01-20T10:32:55+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0050","pages/shop-detail/shop0050","2025-03-10T14:24:29+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0163","pages/shop-detail/shop0163","2025-02-14T11:55:28+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0199","pages/shop-detail/shop0199","2025-01-20T10:32:02+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0203","pages/shop-detail/shop0203","2025-01-20T10:35:29+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0228","pages/shop-detail/shop0228","2025-01-20T10:37:33+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0290","pages/shop-detail/shop0290","2025-01-20T10:43:16+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0293","pages/shop-detail/shop0293","2025-06-25T15:32:50+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0298","pages/shop-detail/shop0298","2025-01-20T12:14:02+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0309","pages/shop-detail/shop0309","2025-01-20T10:47:15+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0391","pages/shop-detail/shop0391","2025-01-20T10:32:39+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0398","pages/shop-detail/shop0398","2025-02-03T10:05:12+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0431","pages/shop-detail/shop0431","2025-02-21T17:08:38+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0445","pages/shop-detail/shop0445","2025-01-20T10:54:11+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0447","pages/shop-detail/shop0447","2025-01-20T10:35:44+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0463","pages/shop-detail/shop0463","2025-02-03T10:04:55+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0466","pages/shop-detail/shop0466","2025-01-20T12:13:28+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0490","pages/shop-detail/shop0490","2025-01-20T17:13:26+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0499","pages/shop-detail/shop0499","2025-01-20T17:13:48+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0501","pages/shop-detail/shop0501","2025-01-20T10:59:15+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0508","pages/shop-detail/shop0508","2025-01-20T10:30:59+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0511","pages/shop-detail/shop0511","2025-01-20T10:28:19+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0512","pages/shop-detail/shop0512","2025-02-03T10:06:51+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0514","pages/shop-detail/shop0514","2025-02-03T10:05:28+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0519","pages/shop-detail/shop0519","2025-01-20T11:24:05+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0524","pages/shop-detail/shop0524","2026-05-04T08:29:49+09:00",,
"https://kr.sidiz.com/pages/shop-detail/shop0526","pages/shop-detail/shop0526","2026-05-04T08:28:58+09:00",,
